rep,vial,male_geno,intro,time_start,time_stop,d_1,d_2,d_3,d_4,e_tot,mated,p_1,p_2,p_3,p_4,p_tot,hatch_t,h_1,h_2,h_3,h_4,lat,dur
3,215,Obp56g/Df,11:25:00,14:00:00,14:23:00,0,0,5,6,11,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2:35:00,0:23:00
3,216,Obp56g/CyO,10:50:00,12:04:00,12:21:00,41,66,92,57,256,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1:14:00,0:17:00
3,217,Obp56g/CyO,10:50:00,12:40:00,13:04:00,73,87,101,51,312,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1:50:00,0:24:00
3,218,Obp56g/Df,11:25:00,16:53:00,17:16:00,0,0,0,0,0,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5:28:00,0:23:00
3,219,Obp56g/CyO,11:07:00,13:24:00,13:53:00,68,83,92,49,292,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2:17:00,0:29:00
3,220,WT/CyO,11:26:00,12:35:00,12:59:00,70,95,91,49,305,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1:09:00,0:24:00
3,221,Df/WT,10:46:00,16:35:00,16:59:00,46,93,96,63,298,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5:49:00,0:24:00
3,222,WT/CyO,11:26:00,14:16:00,14:38:00,56,90,104,69,319,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2:50:00,0:22:00
3,223,Obp56g/Df,11:25:00,12:58:00,NA,52,92,107,52,303,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1:33:00,NA
3,224,Obp56g/Df,11:13:00,15:52:00,16:13:00,0,0,0,0,0,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4:39:00,0:21:00
3,225,Df/WT,10:46:00,12:10:00,12:39:00,53,65,58,72,248,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1:24:00,0:29:00
3,226,WT/CyO,11:26:00,12:50:00,13:14:00,65,91,91,76,323,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1:24:00,0:24:00
3,227,Df/WT,10:46:00,14:30:00,15:00:00,60,81,85,51,277,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3:44:00,0:30:00
3,228,Df/WT,11:04:00,12:35:00,12:56:00,48,97,104,64,313,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1:31:00,0:21:00
3,229,Obp56g/CyO,10:50:00,16:35:00,16:56:00,58,77,72,51,258,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5:45:00,0:21:00
3,230,Obp56g/CyO,11:07:00,12:39:00,13:03:00,53,98,91,80,322,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1:32:00,0:24:00
3,231,Obp56g/Df,11:13:00,16:17:00,16:37:00,50,93,102,47,292,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5:04:00,0:20:00
3,232,Obp56g/CyO,11:07:00,12:27:00,12:48:00,2,0,0,0,2,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1:20:00,0:21:00
3,233,Obp56g/CyO,11:07:00,12:10:00,12:32:00,81,97,62,43,283,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1:03:00,0:22:00
3,234,Df/WT,11:04:00,14:30:00,15:00:00,72,88,85,56,301,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3:26:00,0:30:00
3,235,WT/CyO,11:26:00,15:52:00,16:10:00,50,96,103,68,317,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4:26:00,0:18:00
3,236,Df/WT,11:04:00,16:27:00,16:55:00,60,103,90,67,320,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5:23:00,0:28:00
3,237,Obp56g/Df,10:59:00,12:41:00,13:11:00,0,0,0,0,0,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1:42:00,0:30:00
3,238,Df/WT,11:04:00,12:48:00,13:11:00,65,102,81,73,321,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1:44:00,0:23:00
3,239,Df/WT,11:04:00,12:20:00,12:42:00,62,113,85,54,314,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1:16:00,0:22:00
3,240,WT/CyO,11:15:00,12:50:00,13:12:00,68,106,88,51,313,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1:35:00,0:22:00
3,241,Obp56g/CyO,10:50:00,12:04:00,12:33:00,79,120,95,73,367,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1:14:00,0:29:00
3,242,Obp56g/Df,10:59:00,12:05:00,12:31:00,0,0,0,0,0,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1:06:00,0:26:00
3,243,WT/CyO,11:15:00,13:53:00,14:16:00,76,107,103,74,360,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2:38:00,0:23:00
3,244,WT/CyO,11:15:00,14:00:00,14:23:00,57,83,71,52,263,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2:45:00,0:23:00
3,245,WT/CyO,11:15:00,12:06:00,12:30:00,54,96,85,45,280,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:51:00,0:24:00
3,246,Obp56g/CyO,10:50:00,15:07:00,15:23:00,63,63,78,60,264,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4:17:00,0:16:00
3,248,WT/CyO,11:01:00,12:57:00,13:15:00,47,86,70,53,256,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1:56:00,0:18:00
3,249,Obp56g/CyO,10:50:00,12:21:00,12:48:00,55,86,79,49,269,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1:31:00,0:27:00
3,250,Df/WT,10:46:00,12:57:00,13:16:00,76,102,74,67,319,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2:11:00,0:19:00
3,251,WT/CyO,11:01:00,13:31:00,13:54:00,68,100,83,63,314,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2:30:00,0:23:00
3,252,Df/WT,10:46:00,13:42:00,14:01:00,0,0,0,0,0,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2:56:00,0:19:00
3,253,WT/CyO,11:01:00,12:05:00,NA,79,113,104,61,357,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1:04:00,NA
3,254,WT/CyO,11:01:00,15:07:00,15:28:00,38,37,69,47,191,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4:06:00,0:21:00
3,255,WT/CyO,11:01:00,12:28:00,12:49:00,72,72,90,55,289,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1:27:00,0:21:00
3,256,Obp56g/Df,10:59:00,15:13:00,15:34:00,0,0,0,0,0,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4:14:00,0:21:00
3,257,Df/WT,10:46:00,11:57:00,12:28:00,87,96,102,70,355,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1:11:00,0:31:00
